modomics_position	fasta_position	modification	fasta_entry
15	15	D	Homo_sapiens_tRNA-Val-CAC-4-1
18	18	D	Homo_sapiens_tRNA-Val-CAC-4-1
19	19	D	Homo_sapiens_tRNA-Val-CAC-4-1
25	25	m2G	Homo_sapiens_tRNA-Val-CAC-4-1
26	26	Y	Homo_sapiens_tRNA-Val-CAC-4-1
45	45	m7G	Homo_sapiens_tRNA-Val-CAC-4-1
46	46	D	Homo_sapiens_tRNA-Val-CAC-4-1
47	47	m5C	Homo_sapiens_tRNA-Val-CAC-4-1
48	48	m5C	Homo_sapiens_tRNA-Val-CAC-4-1
54	54	Y	Homo_sapiens_tRNA-Val-CAC-4-1
57	57	m1A	Homo_sapiens_tRNA-Val-CAC-4-1
12	12	Y	Homo_sapiens_tRNA-Val-CAC-1-7
15	15	D	Homo_sapiens_tRNA-Val-CAC-1-7
18	18	D	Homo_sapiens_tRNA-Val-CAC-1-7
19	19	D	Homo_sapiens_tRNA-Val-CAC-1-7
25	25	m2G	Homo_sapiens_tRNA-Val-CAC-1-7
26	26	Y	Homo_sapiens_tRNA-Val-CAC-1-7
45	45	m7G	Homo_sapiens_tRNA-Val-CAC-1-7
46	46	D	Homo_sapiens_tRNA-Val-CAC-1-7
47	47	m5C	Homo_sapiens_tRNA-Val-CAC-1-7
48	48	m5C	Homo_sapiens_tRNA-Val-CAC-1-7
54	54	Y	Homo_sapiens_tRNA-Val-CAC-1-7
57	57	m1A	Homo_sapiens_tRNA-Val-CAC-1-7
12	12	Y	Homo_sapiens_tRNA-Val-CAC-1-1
15	15	D	Homo_sapiens_tRNA-Val-CAC-1-1
18	18	D	Homo_sapiens_tRNA-Val-CAC-1-1
19	19	D	Homo_sapiens_tRNA-Val-CAC-1-1
25	25	m2G	Homo_sapiens_tRNA-Val-CAC-1-1
26	26	Y	Homo_sapiens_tRNA-Val-CAC-1-1
45	45	m7G	Homo_sapiens_tRNA-Val-CAC-1-1
46	46	D	Homo_sapiens_tRNA-Val-CAC-1-1
47	47	m5C	Homo_sapiens_tRNA-Val-CAC-1-1
48	48	m5C	Homo_sapiens_tRNA-Val-CAC-1-1
54	54	Y	Homo_sapiens_tRNA-Val-CAC-1-1
57	57	m1A	Homo_sapiens_tRNA-Val-CAC-1-1
12	12	Y	Homo_sapiens_tRNA-Val-CAC-1-2
15	15	D	Homo_sapiens_tRNA-Val-CAC-1-2
18	18	D	Homo_sapiens_tRNA-Val-CAC-1-2
19	19	D	Homo_sapiens_tRNA-Val-CAC-1-2
25	25	m2G	Homo_sapiens_tRNA-Val-CAC-1-2
26	26	Y	Homo_sapiens_tRNA-Val-CAC-1-2
45	45	m7G	Homo_sapiens_tRNA-Val-CAC-1-2
46	46	D	Homo_sapiens_tRNA-Val-CAC-1-2
47	47	m5C	Homo_sapiens_tRNA-Val-CAC-1-2
48	48	m5C	Homo_sapiens_tRNA-Val-CAC-1-2
54	54	Y	Homo_sapiens_tRNA-Val-CAC-1-2
57	57	m1A	Homo_sapiens_tRNA-Val-CAC-1-2
12	12	Y	Homo_sapiens_tRNA-Val-CAC-1-3
15	15	D	Homo_sapiens_tRNA-Val-CAC-1-3
18	18	D	Homo_sapiens_tRNA-Val-CAC-1-3
19	19	D	Homo_sapiens_tRNA-Val-CAC-1-3
25	25	m2G	Homo_sapiens_tRNA-Val-CAC-1-3
26	26	Y	Homo_sapiens_tRNA-Val-CAC-1-3
45	45	m7G	Homo_sapiens_tRNA-Val-CAC-1-3
46	46	D	Homo_sapiens_tRNA-Val-CAC-1-3
47	47	m5C	Homo_sapiens_tRNA-Val-CAC-1-3
48	48	m5C	Homo_sapiens_tRNA-Val-CAC-1-3
54	54	Y	Homo_sapiens_tRNA-Val-CAC-1-3
57	57	m1A	Homo_sapiens_tRNA-Val-CAC-1-3
12	12	Y	Homo_sapiens_tRNA-Val-CAC-1-4
15	15	D	Homo_sapiens_tRNA-Val-CAC-1-4
18	18	D	Homo_sapiens_tRNA-Val-CAC-1-4
19	19	D	Homo_sapiens_tRNA-Val-CAC-1-4
25	25	m2G	Homo_sapiens_tRNA-Val-CAC-1-4
26	26	Y	Homo_sapiens_tRNA-Val-CAC-1-4
45	45	m7G	Homo_sapiens_tRNA-Val-CAC-1-4
46	46	D	Homo_sapiens_tRNA-Val-CAC-1-4
47	47	m5C	Homo_sapiens_tRNA-Val-CAC-1-4
48	48	m5C	Homo_sapiens_tRNA-Val-CAC-1-4
54	54	Y	Homo_sapiens_tRNA-Val-CAC-1-4
57	57	m1A	Homo_sapiens_tRNA-Val-CAC-1-4
12	12	Y	Homo_sapiens_tRNA-Val-CAC-1-5
15	15	D	Homo_sapiens_tRNA-Val-CAC-1-5
18	18	D	Homo_sapiens_tRNA-Val-CAC-1-5
19	19	D	Homo_sapiens_tRNA-Val-CAC-1-5
25	25	m2G	Homo_sapiens_tRNA-Val-CAC-1-5
26	26	Y	Homo_sapiens_tRNA-Val-CAC-1-5
45	45	m7G	Homo_sapiens_tRNA-Val-CAC-1-5
46	46	D	Homo_sapiens_tRNA-Val-CAC-1-5
47	47	m5C	Homo_sapiens_tRNA-Val-CAC-1-5
48	48	m5C	Homo_sapiens_tRNA-Val-CAC-1-5
54	54	Y	Homo_sapiens_tRNA-Val-CAC-1-5
57	57	m1A	Homo_sapiens_tRNA-Val-CAC-1-5
12	12	Y	Homo_sapiens_tRNA-Val-CAC-1-6
15	15	D	Homo_sapiens_tRNA-Val-CAC-1-6
18	18	D	Homo_sapiens_tRNA-Val-CAC-1-6
19	19	D	Homo_sapiens_tRNA-Val-CAC-1-6
25	25	m2G	Homo_sapiens_tRNA-Val-CAC-1-6
26	26	Y	Homo_sapiens_tRNA-Val-CAC-1-6
45	45	m7G	Homo_sapiens_tRNA-Val-CAC-1-6
46	46	D	Homo_sapiens_tRNA-Val-CAC-1-6
47	47	m5C	Homo_sapiens_tRNA-Val-CAC-1-6
48	48	m5C	Homo_sapiens_tRNA-Val-CAC-1-6
54	54	Y	Homo_sapiens_tRNA-Val-CAC-1-6
57	57	m1A	Homo_sapiens_tRNA-Val-CAC-1-6
12	12	Y	Homo_sapiens_tRNA-Val-AAC-1-1
15	15	D	Homo_sapiens_tRNA-Val-AAC-1-1
18	18	D	Homo_sapiens_tRNA-Val-AAC-1-1
19	19	D	Homo_sapiens_tRNA-Val-AAC-1-1
25	25	m2G	Homo_sapiens_tRNA-Val-AAC-1-1
26	26	Y	Homo_sapiens_tRNA-Val-AAC-1-1
45	45	m7G	Homo_sapiens_tRNA-Val-AAC-1-1
46	46	D	Homo_sapiens_tRNA-Val-AAC-1-1
47	47	m5C	Homo_sapiens_tRNA-Val-AAC-1-1
48	48	m5C	Homo_sapiens_tRNA-Val-AAC-1-1
54	54	Y	Homo_sapiens_tRNA-Val-AAC-1-1
57	57	m1A	Homo_sapiens_tRNA-Val-AAC-1-1
12	12	Y	Homo_sapiens_tRNA-Val-AAC-1-2
15	15	D	Homo_sapiens_tRNA-Val-AAC-1-2
18	18	D	Homo_sapiens_tRNA-Val-AAC-1-2
19	19	D	Homo_sapiens_tRNA-Val-AAC-1-2
25	25	m2G	Homo_sapiens_tRNA-Val-AAC-1-2
26	26	Y	Homo_sapiens_tRNA-Val-AAC-1-2
45	45	m7G	Homo_sapiens_tRNA-Val-AAC-1-2
46	46	D	Homo_sapiens_tRNA-Val-AAC-1-2
47	47	m5C	Homo_sapiens_tRNA-Val-AAC-1-2
48	48	m5C	Homo_sapiens_tRNA-Val-AAC-1-2
54	54	Y	Homo_sapiens_tRNA-Val-AAC-1-2
57	57	m1A	Homo_sapiens_tRNA-Val-AAC-1-2
12	12	Y	Homo_sapiens_tRNA-Val-AAC-1-3
15	15	D	Homo_sapiens_tRNA-Val-AAC-1-3
18	18	D	Homo_sapiens_tRNA-Val-AAC-1-3
19	19	D	Homo_sapiens_tRNA-Val-AAC-1-3
25	25	m2G	Homo_sapiens_tRNA-Val-AAC-1-3
26	26	Y	Homo_sapiens_tRNA-Val-AAC-1-3
45	45	m7G	Homo_sapiens_tRNA-Val-AAC-1-3
46	46	D	Homo_sapiens_tRNA-Val-AAC-1-3
47	47	m5C	Homo_sapiens_tRNA-Val-AAC-1-3
48	48	m5C	Homo_sapiens_tRNA-Val-AAC-1-3
54	54	Y	Homo_sapiens_tRNA-Val-AAC-1-3
57	57	m1A	Homo_sapiens_tRNA-Val-AAC-1-3
12	12	Y	Homo_sapiens_tRNA-Val-AAC-2-1
15	15	D	Homo_sapiens_tRNA-Val-AAC-2-1
18	18	D	Homo_sapiens_tRNA-Val-AAC-2-1
25	25	m2G	Homo_sapiens_tRNA-Val-AAC-2-1
26	26	Y	Homo_sapiens_tRNA-Val-AAC-2-1
45	45	m7G	Homo_sapiens_tRNA-Val-AAC-2-1
46	46	D	Homo_sapiens_tRNA-Val-AAC-2-1
47	47	m5C	Homo_sapiens_tRNA-Val-AAC-2-1
48	48	m5C	Homo_sapiens_tRNA-Val-AAC-2-1
54	54	Y	Homo_sapiens_tRNA-Val-AAC-2-1
57	57	m1A	Homo_sapiens_tRNA-Val-AAC-2-1
12	12	Y	Homo_sapiens_tRNA-Val-AAC-1-4
15	15	D	Homo_sapiens_tRNA-Val-AAC-1-4
18	18	D	Homo_sapiens_tRNA-Val-AAC-1-4
19	19	D	Homo_sapiens_tRNA-Val-AAC-1-4
25	25	m2G	Homo_sapiens_tRNA-Val-AAC-1-4
26	26	Y	Homo_sapiens_tRNA-Val-AAC-1-4
45	45	m7G	Homo_sapiens_tRNA-Val-AAC-1-4
46	46	D	Homo_sapiens_tRNA-Val-AAC-1-4
47	47	m5C	Homo_sapiens_tRNA-Val-AAC-1-4
48	48	m5C	Homo_sapiens_tRNA-Val-AAC-1-4
54	54	Y	Homo_sapiens_tRNA-Val-AAC-1-4
57	57	m1A	Homo_sapiens_tRNA-Val-AAC-1-4
12	12	Y	Homo_sapiens_tRNA-Val-AAC-5-1
15	15	D	Homo_sapiens_tRNA-Val-AAC-5-1
18	18	D	Homo_sapiens_tRNA-Val-AAC-5-1
19	19	D	Homo_sapiens_tRNA-Val-AAC-5-1
25	25	m2G	Homo_sapiens_tRNA-Val-AAC-5-1
26	26	Y	Homo_sapiens_tRNA-Val-AAC-5-1
45	45	m7G	Homo_sapiens_tRNA-Val-AAC-5-1
46	46	D	Homo_sapiens_tRNA-Val-AAC-5-1
47	47	m5C	Homo_sapiens_tRNA-Val-AAC-5-1
48	48	m5C	Homo_sapiens_tRNA-Val-AAC-5-1
54	54	Y	Homo_sapiens_tRNA-Val-AAC-5-1
57	57	m1A	Homo_sapiens_tRNA-Val-AAC-5-1
12	12	Y	Homo_sapiens_tRNA-Val-AAC-4-1
15	15	D	Homo_sapiens_tRNA-Val-AAC-4-1
18	18	D	Homo_sapiens_tRNA-Val-AAC-4-1
19	19	D	Homo_sapiens_tRNA-Val-AAC-4-1
25	25	m2G	Homo_sapiens_tRNA-Val-AAC-4-1
26	26	Y	Homo_sapiens_tRNA-Val-AAC-4-1
45	45	m7G	Homo_sapiens_tRNA-Val-AAC-4-1
46	46	D	Homo_sapiens_tRNA-Val-AAC-4-1
47	47	m5C	Homo_sapiens_tRNA-Val-AAC-4-1
48	48	m5C	Homo_sapiens_tRNA-Val-AAC-4-1
54	54	Y	Homo_sapiens_tRNA-Val-AAC-4-1
57	57	m1A	Homo_sapiens_tRNA-Val-AAC-4-1
12	12	Y	Homo_sapiens_tRNA-Val-AAC-1-5
15	15	D	Homo_sapiens_tRNA-Val-AAC-1-5
18	18	D	Homo_sapiens_tRNA-Val-AAC-1-5
19	19	D	Homo_sapiens_tRNA-Val-AAC-1-5
25	25	m2G	Homo_sapiens_tRNA-Val-AAC-1-5
26	26	Y	Homo_sapiens_tRNA-Val-AAC-1-5
45	45	m7G	Homo_sapiens_tRNA-Val-AAC-1-5
46	46	D	Homo_sapiens_tRNA-Val-AAC-1-5
47	47	m5C	Homo_sapiens_tRNA-Val-AAC-1-5
48	48	m5C	Homo_sapiens_tRNA-Val-AAC-1-5
54	54	Y	Homo_sapiens_tRNA-Val-AAC-1-5
57	57	m1A	Homo_sapiens_tRNA-Val-AAC-1-5
5	5	m2G	Homo_sapiens_tRNA-Tyr-GTA-5-3
9	9	m2G	Homo_sapiens_tRNA-Tyr-GTA-5-3
16	16	D	Homo_sapiens_tRNA-Tyr-GTA-5-3
19	19	acp3U	Homo_sapiens_tRNA-Tyr-GTA-5-3
25	25	m2,2G	Homo_sapiens_tRNA-Tyr-GTA-5-3
26	26	m2,2G	Homo_sapiens_tRNA-Tyr-GTA-5-3
33	33	galQ	Homo_sapiens_tRNA-Tyr-GTA-5-3
34	34	Y	Homo_sapiens_tRNA-Tyr-GTA-5-3
36	36	m1G	Homo_sapiens_tRNA-Tyr-GTA-5-3
38	59	m1Y	Homo_sapiens_tRNA-Tyr-GTA-5-3
45	66	m7G	Homo_sapiens_tRNA-Tyr-GTA-5-3
46	67	D	Homo_sapiens_tRNA-Tyr-GTA-5-3
47	68	m5C	Homo_sapiens_tRNA-Tyr-GTA-5-3
53	74	m5U	Homo_sapiens_tRNA-Tyr-GTA-5-3
54	75	Y	Homo_sapiens_tRNA-Tyr-GTA-5-3
57	78	m1A	Homo_sapiens_tRNA-Tyr-GTA-5-3
5	5	m2G	Homo_sapiens_tRNA-Tyr-GTA-4-1
9	9	m2G	Homo_sapiens_tRNA-Tyr-GTA-4-1
16	16	D	Homo_sapiens_tRNA-Tyr-GTA-4-1
19	19	acp3U	Homo_sapiens_tRNA-Tyr-GTA-4-1
25	25	m2,2G	Homo_sapiens_tRNA-Tyr-GTA-4-1
26	26	m2,2G	Homo_sapiens_tRNA-Tyr-GTA-4-1
33	33	galQ	Homo_sapiens_tRNA-Tyr-GTA-4-1
34	34	Y	Homo_sapiens_tRNA-Tyr-GTA-4-1
36	36	m1G	Homo_sapiens_tRNA-Tyr-GTA-4-1
38	59	m1Y	Homo_sapiens_tRNA-Tyr-GTA-4-1
45	66	m7G	Homo_sapiens_tRNA-Tyr-GTA-4-1
46	67	D	Homo_sapiens_tRNA-Tyr-GTA-4-1
47	68	m5C	Homo_sapiens_tRNA-Tyr-GTA-4-1
53	74	m5U	Homo_sapiens_tRNA-Tyr-GTA-4-1
54	75	Y	Homo_sapiens_tRNA-Tyr-GTA-4-1
57	78	m1A	Homo_sapiens_tRNA-Tyr-GTA-4-1
5	5	m2G	Homo_sapiens_tRNA-Tyr-GTA-7-1
9	9	m2G	Homo_sapiens_tRNA-Tyr-GTA-7-1
16	16	D	Homo_sapiens_tRNA-Tyr-GTA-7-1
19	19	acp3U	Homo_sapiens_tRNA-Tyr-GTA-7-1
25	25	m2,2G	Homo_sapiens_tRNA-Tyr-GTA-7-1
26	26	m2,2G	Homo_sapiens_tRNA-Tyr-GTA-7-1
33	33	galQ	Homo_sapiens_tRNA-Tyr-GTA-7-1
34	34	Y	Homo_sapiens_tRNA-Tyr-GTA-7-1
36	36	m1G	Homo_sapiens_tRNA-Tyr-GTA-7-1
38	59	m1Y	Homo_sapiens_tRNA-Tyr-GTA-7-1
45	66	m7G	Homo_sapiens_tRNA-Tyr-GTA-7-1
46	67	D	Homo_sapiens_tRNA-Tyr-GTA-7-1
47	68	m5C	Homo_sapiens_tRNA-Tyr-GTA-7-1
53	74	m5U	Homo_sapiens_tRNA-Tyr-GTA-7-1
54	75	Y	Homo_sapiens_tRNA-Tyr-GTA-7-1
57	78	m1A	Homo_sapiens_tRNA-Tyr-GTA-7-1
5	5	m2G	Homo_sapiens_tRNA-Tyr-GTA-5-4
9	9	m2G	Homo_sapiens_tRNA-Tyr-GTA-5-4
16	16	D	Homo_sapiens_tRNA-Tyr-GTA-5-4
19	19	acp3U	Homo_sapiens_tRNA-Tyr-GTA-5-4
25	25	m2,2G	Homo_sapiens_tRNA-Tyr-GTA-5-4
26	26	m2,2G	Homo_sapiens_tRNA-Tyr-GTA-5-4
33	33	galQ	Homo_sapiens_tRNA-Tyr-GTA-5-4
34	34	Y	Homo_sapiens_tRNA-Tyr-GTA-5-4
36	36	m1G	Homo_sapiens_tRNA-Tyr-GTA-5-4
38	59	m1Y	Homo_sapiens_tRNA-Tyr-GTA-5-4
45	66	m7G	Homo_sapiens_tRNA-Tyr-GTA-5-4
46	67	D	Homo_sapiens_tRNA-Tyr-GTA-5-4
47	68	m5C	Homo_sapiens_tRNA-Tyr-GTA-5-4
53	74	m5U	Homo_sapiens_tRNA-Tyr-GTA-5-4
54	75	Y	Homo_sapiens_tRNA-Tyr-GTA-5-4
57	78	m1A	Homo_sapiens_tRNA-Tyr-GTA-5-4
5	5	m2G	Homo_sapiens_tRNA-Tyr-GTA-5-5
9	9	m2G	Homo_sapiens_tRNA-Tyr-GTA-5-5
16	16	D	Homo_sapiens_tRNA-Tyr-GTA-5-5
19	19	acp3U	Homo_sapiens_tRNA-Tyr-GTA-5-5
25	25	m2,2G	Homo_sapiens_tRNA-Tyr-GTA-5-5
26	26	m2,2G	Homo_sapiens_tRNA-Tyr-GTA-5-5
33	33	galQ	Homo_sapiens_tRNA-Tyr-GTA-5-5
34	34	Y	Homo_sapiens_tRNA-Tyr-GTA-5-5
36	36	m1G	Homo_sapiens_tRNA-Tyr-GTA-5-5
38	54	m1Y	Homo_sapiens_tRNA-Tyr-GTA-5-5
45	61	m7G	Homo_sapiens_tRNA-Tyr-GTA-5-5
46	62	D	Homo_sapiens_tRNA-Tyr-GTA-5-5
47	63	m5C	Homo_sapiens_tRNA-Tyr-GTA-5-5
53	69	m5U	Homo_sapiens_tRNA-Tyr-GTA-5-5
54	70	Y	Homo_sapiens_tRNA-Tyr-GTA-5-5
57	73	m1A	Homo_sapiens_tRNA-Tyr-GTA-5-5
5	5	m2G	Homo_sapiens_tRNA-Tyr-GTA-2-1
9	9	m2G	Homo_sapiens_tRNA-Tyr-GTA-2-1
15	15	D	Homo_sapiens_tRNA-Tyr-GTA-2-1
16	16	D	Homo_sapiens_tRNA-Tyr-GTA-2-1
19	19	acp3U	Homo_sapiens_tRNA-Tyr-GTA-2-1
25	25	m2,2G	Homo_sapiens_tRNA-Tyr-GTA-2-1
26	26	m2,2G	Homo_sapiens_tRNA-Tyr-GTA-2-1
33	33	galQ	Homo_sapiens_tRNA-Tyr-GTA-2-1
34	34	Y	Homo_sapiens_tRNA-Tyr-GTA-2-1
36	36	m1G	Homo_sapiens_tRNA-Tyr-GTA-2-1
38	54	m1Y	Homo_sapiens_tRNA-Tyr-GTA-2-1
45	61	m7G	Homo_sapiens_tRNA-Tyr-GTA-2-1
46	62	D	Homo_sapiens_tRNA-Tyr-GTA-2-1
47	63	m5C	Homo_sapiens_tRNA-Tyr-GTA-2-1
53	69	m5U	Homo_sapiens_tRNA-Tyr-GTA-2-1
54	70	Y	Homo_sapiens_tRNA-Tyr-GTA-2-1
57	73	m1A	Homo_sapiens_tRNA-Tyr-GTA-2-1
5	5	m2G	Homo_sapiens_tRNA-Tyr-GTA-1-1
9	9	m2G	Homo_sapiens_tRNA-Tyr-GTA-1-1
15	15	D	Homo_sapiens_tRNA-Tyr-GTA-1-1
16	16	D	Homo_sapiens_tRNA-Tyr-GTA-1-1
19	19	acp3U	Homo_sapiens_tRNA-Tyr-GTA-1-1
25	25	m2,2G	Homo_sapiens_tRNA-Tyr-GTA-1-1
26	26	m2,2G	Homo_sapiens_tRNA-Tyr-GTA-1-1
33	33	galQ	Homo_sapiens_tRNA-Tyr-GTA-1-1
34	34	Y	Homo_sapiens_tRNA-Tyr-GTA-1-1
36	36	m1G	Homo_sapiens_tRNA-Tyr-GTA-1-1
38	56	m1Y	Homo_sapiens_tRNA-Tyr-GTA-1-1
45	63	m7G	Homo_sapiens_tRNA-Tyr-GTA-1-1
46	64	D	Homo_sapiens_tRNA-Tyr-GTA-1-1
47	65	m5C	Homo_sapiens_tRNA-Tyr-GTA-1-1
53	71	m5U	Homo_sapiens_tRNA-Tyr-GTA-1-1
54	72	Y	Homo_sapiens_tRNA-Tyr-GTA-1-1
57	75	m1A	Homo_sapiens_tRNA-Tyr-GTA-1-1
5	5	m2G	Homo_sapiens_tRNA-Tyr-GTA-8-1
9	9	m2G	Homo_sapiens_tRNA-Tyr-GTA-8-1
15	15	D	Homo_sapiens_tRNA-Tyr-GTA-8-1
16	16	D	Homo_sapiens_tRNA-Tyr-GTA-8-1
19	19	acp3U	Homo_sapiens_tRNA-Tyr-GTA-8-1
25	25	m2,2G	Homo_sapiens_tRNA-Tyr-GTA-8-1
26	26	m2,2G	Homo_sapiens_tRNA-Tyr-GTA-8-1
33	33	galQ	Homo_sapiens_tRNA-Tyr-GTA-8-1
34	34	Y	Homo_sapiens_tRNA-Tyr-GTA-8-1
36	36	m1G	Homo_sapiens_tRNA-Tyr-GTA-8-1
38	55	m1Y	Homo_sapiens_tRNA-Tyr-GTA-8-1
45	62	m7G	Homo_sapiens_tRNA-Tyr-GTA-8-1
46	63	D	Homo_sapiens_tRNA-Tyr-GTA-8-1
47	64	m5C	Homo_sapiens_tRNA-Tyr-GTA-8-1
53	70	m5U	Homo_sapiens_tRNA-Tyr-GTA-8-1
54	71	Y	Homo_sapiens_tRNA-Tyr-GTA-8-1
57	74	m1A	Homo_sapiens_tRNA-Tyr-GTA-8-1
5	5	m2G	Homo_sapiens_tRNA-Tyr-GTA-3-1
9	9	m2G	Homo_sapiens_tRNA-Tyr-GTA-3-1
15	15	D	Homo_sapiens_tRNA-Tyr-GTA-3-1
16	16	D	Homo_sapiens_tRNA-Tyr-GTA-3-1
19	19	acp3U	Homo_sapiens_tRNA-Tyr-GTA-3-1
25	25	m2,2G	Homo_sapiens_tRNA-Tyr-GTA-3-1
26	26	m2,2G	Homo_sapiens_tRNA-Tyr-GTA-3-1
33	33	galQ	Homo_sapiens_tRNA-Tyr-GTA-3-1
34	34	Y	Homo_sapiens_tRNA-Tyr-GTA-3-1
36	36	m1G	Homo_sapiens_tRNA-Tyr-GTA-3-1
38	54	m1Y	Homo_sapiens_tRNA-Tyr-GTA-3-1
45	61	m7G	Homo_sapiens_tRNA-Tyr-GTA-3-1
46	62	D	Homo_sapiens_tRNA-Tyr-GTA-3-1
47	63	m5C	Homo_sapiens_tRNA-Tyr-GTA-3-1
53	69	m5U	Homo_sapiens_tRNA-Tyr-GTA-3-1
54	70	Y	Homo_sapiens_tRNA-Tyr-GTA-3-1
57	73	m1A	Homo_sapiens_tRNA-Tyr-GTA-3-1
5	5	m2G	Homo_sapiens_tRNA-Tyr-GTA-5-1
9	9	m2G	Homo_sapiens_tRNA-Tyr-GTA-5-1
16	16	D	Homo_sapiens_tRNA-Tyr-GTA-5-1
19	19	acp3U	Homo_sapiens_tRNA-Tyr-GTA-5-1
25	25	m2,2G	Homo_sapiens_tRNA-Tyr-GTA-5-1
26	26	m2,2G	Homo_sapiens_tRNA-Tyr-GTA-5-1
33	33	galQ	Homo_sapiens_tRNA-Tyr-GTA-5-1
34	34	Y	Homo_sapiens_tRNA-Tyr-GTA-5-1
36	36	m1G	Homo_sapiens_tRNA-Tyr-GTA-5-1
38	58	m1Y	Homo_sapiens_tRNA-Tyr-GTA-5-1
45	65	m7G	Homo_sapiens_tRNA-Tyr-GTA-5-1
46	66	D	Homo_sapiens_tRNA-Tyr-GTA-5-1
47	67	m5C	Homo_sapiens_tRNA-Tyr-GTA-5-1
53	73	m5U	Homo_sapiens_tRNA-Tyr-GTA-5-1
54	74	Y	Homo_sapiens_tRNA-Tyr-GTA-5-1
57	77	m1A	Homo_sapiens_tRNA-Tyr-GTA-5-1
5	5	m2G	Homo_sapiens_tRNA-Tyr-GTA-5-2
9	9	m2G	Homo_sapiens_tRNA-Tyr-GTA-5-2
16	16	D	Homo_sapiens_tRNA-Tyr-GTA-5-2
19	19	acp3U	Homo_sapiens_tRNA-Tyr-GTA-5-2
25	25	m2,2G	Homo_sapiens_tRNA-Tyr-GTA-5-2
26	26	m2,2G	Homo_sapiens_tRNA-Tyr-GTA-5-2
33	33	galQ	Homo_sapiens_tRNA-Tyr-GTA-5-2
34	34	Y	Homo_sapiens_tRNA-Tyr-GTA-5-2
36	36	m1G	Homo_sapiens_tRNA-Tyr-GTA-5-2
38	54	m1Y	Homo_sapiens_tRNA-Tyr-GTA-5-2
45	61	m7G	Homo_sapiens_tRNA-Tyr-GTA-5-2
46	62	D	Homo_sapiens_tRNA-Tyr-GTA-5-2
47	63	m5C	Homo_sapiens_tRNA-Tyr-GTA-5-2
53	69	m5U	Homo_sapiens_tRNA-Tyr-GTA-5-2
54	70	Y	Homo_sapiens_tRNA-Tyr-GTA-5-2
57	73	m1A	Homo_sapiens_tRNA-Tyr-GTA-5-2
5	5	m2G	Homo_sapiens_tRNA-Tyr-GTA-5-3
9	9	m2G	Homo_sapiens_tRNA-Tyr-GTA-5-3
16	16	D	Homo_sapiens_tRNA-Tyr-GTA-5-3
19	19	acp3U	Homo_sapiens_tRNA-Tyr-GTA-5-3
25	25	m2,2G	Homo_sapiens_tRNA-Tyr-GTA-5-3
26	26	m2,2G	Homo_sapiens_tRNA-Tyr-GTA-5-3
33	33	galQ	Homo_sapiens_tRNA-Tyr-GTA-5-3
34	34	Y	Homo_sapiens_tRNA-Tyr-GTA-5-3
36	36	m1G	Homo_sapiens_tRNA-Tyr-GTA-5-3
38	59	m1Y	Homo_sapiens_tRNA-Tyr-GTA-5-3
45	66	m7G	Homo_sapiens_tRNA-Tyr-GTA-5-3
46	67	D	Homo_sapiens_tRNA-Tyr-GTA-5-3
47	68	m5C	Homo_sapiens_tRNA-Tyr-GTA-5-3
53	74	m5U	Homo_sapiens_tRNA-Tyr-GTA-5-3
54	75	Y	Homo_sapiens_tRNA-Tyr-GTA-5-3
57	78	m1A	Homo_sapiens_tRNA-Tyr-GTA-5-3
5	5	m2G	Homo_sapiens_tRNA-Tyr-GTA-4-1
9	9	m2G	Homo_sapiens_tRNA-Tyr-GTA-4-1
16	16	D	Homo_sapiens_tRNA-Tyr-GTA-4-1
19	19	acp3U	Homo_sapiens_tRNA-Tyr-GTA-4-1
25	25	m2,2G	Homo_sapiens_tRNA-Tyr-GTA-4-1
26	26	m2,2G	Homo_sapiens_tRNA-Tyr-GTA-4-1
33	33	galQ	Homo_sapiens_tRNA-Tyr-GTA-4-1
34	34	Y	Homo_sapiens_tRNA-Tyr-GTA-4-1
36	36	m1G	Homo_sapiens_tRNA-Tyr-GTA-4-1
38	59	m1Y	Homo_sapiens_tRNA-Tyr-GTA-4-1
45	66	m7G	Homo_sapiens_tRNA-Tyr-GTA-4-1
46	67	D	Homo_sapiens_tRNA-Tyr-GTA-4-1
47	68	m5C	Homo_sapiens_tRNA-Tyr-GTA-4-1
53	74	m5U	Homo_sapiens_tRNA-Tyr-GTA-4-1
54	75	Y	Homo_sapiens_tRNA-Tyr-GTA-4-1
57	78	m1A	Homo_sapiens_tRNA-Tyr-GTA-4-1
5	5	m2G	Homo_sapiens_tRNA-Tyr-GTA-7-1
9	9	m2G	Homo_sapiens_tRNA-Tyr-GTA-7-1
16	16	D	Homo_sapiens_tRNA-Tyr-GTA-7-1
19	19	acp3U	Homo_sapiens_tRNA-Tyr-GTA-7-1
25	25	m2,2G	Homo_sapiens_tRNA-Tyr-GTA-7-1
26	26	m2,2G	Homo_sapiens_tRNA-Tyr-GTA-7-1
33	33	galQ	Homo_sapiens_tRNA-Tyr-GTA-7-1
34	34	Y	Homo_sapiens_tRNA-Tyr-GTA-7-1
36	36	m1G	Homo_sapiens_tRNA-Tyr-GTA-7-1
38	59	m1Y	Homo_sapiens_tRNA-Tyr-GTA-7-1
45	66	m7G	Homo_sapiens_tRNA-Tyr-GTA-7-1
46	67	D	Homo_sapiens_tRNA-Tyr-GTA-7-1
47	68	m5C	Homo_sapiens_tRNA-Tyr-GTA-7-1
